,Kingdom,Phylum,Class,Order,Family,Genus,Species,COMMENT.on.genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont,Decay_type,Fruitbody_type,OTU_ID
OTU2775,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU2775
OTU2781,Fungi,Basidiomycota,Agaricomycetes,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU2781
OTU2785,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,gasteroid,closed,,,,,,gasteroid,OTU2785
OTU2821,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU2821
OTU2827,Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU2827
OTU2829,Fungi,Glomeromycota,Glomeromycetes,Glomerales,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU2829
OTU2841,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU2841
OTU2845,Fungi,Rozellomycota,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU2845
OTU2850,Fungi,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU2850
OTU2860,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU2860
OTU2896,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU2896
OTU2899,Fungi,Ascomycota,Leotiomycetes,Helotiales,,Chalara,,,litter_saprotroph,plant_pathogen,hypervariable,foliar_endophyte,"wood_pathogen,leaf/fruit/seed_pathogen","wood,leaf/fruit/seed",soft_rot,non-aquatic,,,filamentous_mycelium,None,none,,,,,soft_rot,None,OTU2899
OTU2921,Fungi,Ascomycota,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU2921
OTU2955,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,,,agaricoid,OTU2955
OTU2959,Fungi,Ascomycota,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU2959
OTU2969,Fungi,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Phialocephala,,,soil_saprotroph,root_endophyte,,root_endophyte_dark_septate,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface),OTU2969
OTU2971,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU2971
OTU2987,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Scolecobasidium,,,animal_parasite,plant_pathogen,,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,animal_material",,partly_aquatic,animal_parasite,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)",OTU2987
OTU3004,Fungi,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3004
OTU3012,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU3012
OTU3025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,,,agaricoid,OTU3025
OTU3056,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU3056
OTU3071,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Collophora,,,plant_pathogen,wood_saprotroph,,,wood_pathogen,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,,,,,,,,,OTU3071
OTU3086,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Crocicreas,,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface),OTU3086
OTU3091,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3091
OTU3098,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3098
OTU3100,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,,,agaricoid,OTU3100
OTU3162,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU3162
OTU3170,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",mold,non-aquatic,,,filamentous_mycelium,none,none,,,,,mold,none,OTU3170
OTU3176,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula olivacea,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU3176
OTU3206,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,,,agaricoid,OTU3206
OTU3212,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,,,soil_saprotroph,,extremophile_xerophile_and_heat_resistant,,,soil,,non-aquatic,,,filamentous_mycelium,none,none,,,,,,none,OTU3212
OTU3221,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3221
OTU3231,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/amanita,,,,agaricoid,OTU3231
OTU3240,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma marginatulum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/hebeloma-alnicola,,,,agaricoid,OTU3240
OTU3256,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,,,agaricoid,OTU3256
OTU3264,Fungi,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3264
OTU3284,Fungi,Basidiomycota,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon brunneiniger,,ectomycorrhizal,,,,,,,non-aquatic,,Pinaceae,filamentous_mycelium,gasteroid,closed,long-distance,/suillus-rhizopogon,,,,gasteroid,OTU3284
OTU3295,Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3295
OTU3301,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3301
OTU3351,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,,,agaricoid,OTU3351
OTU3355,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma sericeum,,soil_saprotroph,unspecified_symbiotroph,"CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species",root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/entoloma,,,,agaricoid,OTU3355
OTU3370,Fungi,Chytridiomycota,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3370
OTU3383,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pyrenopeziza,Pyrenopeziza inapiculata,,plant_pathogen,litter_saprotroph,litter_saprotroph_many_species,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface),OTU3383
OTU3395,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,,soil_saprotroph,root_endophyte,ericoid_mycorrhizal_O._maius,root_endophyte,root-associated,soil,,partly_aquatic,,,filamentous_mycelium,,,,,,,,,OTU3395
OTU3402,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,,,agaricoid,OTU3402
OTU3406,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3406
OTU3407,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3407
OTU3414,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,,,soil_saprotroph,,extremophile_xerophile_and_heat_resistant,,,soil,,non-aquatic,,,filamentous_mycelium,none,none,,,,,,none,OTU3414
OTU3433,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe inodora,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,,,agaricoid,OTU3433
OTU3441,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,,,ectomycorrhizal,,soil_saprotroph_some_species,,,,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,short-distance_coarse,/sphaerosporella (T. woolhopeia clade) or /wilcoxina (T. hybrida group),,,,apothecium_(hymenium_on_surface),OTU3441
OTU3466,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU3466
OTU3467,Fungi,Chytridiomycota,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3467
OTU3495,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,,,soil_saprotroph,epiphyte,,,,soil,,partly_aquatic,,,yeast,none,none,,,,,,none,OTU3495
OTU3511,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum geophilum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,None,none,short-distance_coarse,/cenococcum,,,,None,OTU3511
OTU3524,Fungi,Ascomycota,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3524
OTU3530,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3530
OTU3537,Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3537
OTU3562,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3562
OTU3604,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Infundichalara,Infundichalara microchona,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,Pinus,filamentous_mycelium,,,,,,,,,OTU3604
OTU3616,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU3616
OTU3625,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU3625
OTU3632,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,,,agaricoid,OTU3632
OTU3653,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",chitinolytic,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,none,none,,,,,chitinolytic,none,OTU3653
OTU3660,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU3660
OTU3668,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3668
OTU3673,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU3673
OTU3674,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,,,agaricoid,OTU3674
OTU3677,Fungi,Ascomycota,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3677
OTU3691,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe inodora,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,,,agaricoid,OTU3691
OTU3696,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3696
OTU3700,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3700
OTU3740,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",chitinolytic,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,none,none,,,,,chitinolytic,none,OTU3740
OTU3764,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3764
OTU3796,Fungi,Ascomycota,Archaeorhizomycetes,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3796
OTU3833,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU3833
OTU3865,Fungi,Ascomycota,Leotiomycetes,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3865
OTU3873,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU3873
OTU3886,Fungi,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3886
OTU3909,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3909
OTU3922,Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3922
OTU3944,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3944
OTU3958,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,,,soil_saprotroph,,extremophile_xerophile_and_heat_resistant,,,soil,,non-aquatic,,,filamentous_mycelium,none,none,,,,,,none,OTU3958
OTU3973,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_fringe,/cortinarius,,,,agaricoid,OTU3973
OTU3980,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3980
OTU3990,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",chitinolytic,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,none,none,,,,,chitinolytic,none,OTU3990
OTU3994,Fungi,Basidiomycota,Agaricomycetes,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU3994
OTU4025,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU4025
OTU4070,Fungi,Ascomycota,Leotiomycetes,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTU4070
OTU4081,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,,,agaricoid,OTU4081
